text,label
홍익대학교 근처 약국 위치 알려주세요,1
알진텍 복용 효과를 알려줘.,4
타세놀정 부작용이 어떻게 돼??,3
베네딕트 하루에 몇 알 먹는 거야?,5
이부프로펜 먹기 전에 주의해야 할 점이 어떻게돼?,0
소화기센터 위치 알려저,2
스타벅스 어떤 부작용이 있을지 알려줘,3
주변 난임 센터 알려줘,2
코펜콜 복용하면 생기는 부작용 알려줘,3
세레콕시브의 부작용 알려줘.,3
코디칼리 복용하려 하는데 혹시 무슨 일이 생길까?,3
아을 먹었을 때 생길 수 있는 문제를 알려줄래?,3
콜롭서 복용하면 안 좋은 점 있어?,3
가까운 치과 알려줘 ,2
마이티 복용 시 주의사항은?,0
트로멜 어떻게 먹지?,5
포스펜정 하루에 몇 알 먹는 거야?,5
뉴셀디 효능은 무엇인가요?,4
C 부작용에 대해서 궁금해.,3
락토폴 효능이 어떻게 돼? ,4
마그온맥스비 언제 복용해야 좋을지지 알려줄래?,4
메이놀의 사용방법에 대해 설명해줘.,5
국회의사당에서 가장 가까운 약국 알려줄래?,1
벨라비엠의 사용 방법에 대해 설명해줘.,5
국립현대미술관 주변 성형외과 알 수 있을까?,2
마그알파 어디가 아플 때 먹는건지 알고 싶어,4
알파맥스 부작용을 말해줘,3
상수역에서 제일 가까운 약국 알려줘.,1
약국 알려줘,1
타이레놀 몇 알 먹는것인지 궁금해.,5
포천 쪽 약국 알려줘,1
구미 주변 소아청소년과 병원 알고 싶어,2
에어페낙듀오 효과 알려줘.,4
콘디에스을 어떻게 먹는지에 대해 알고 싶어.,5
듀카브플러스정 부작용 알려줘,3
지엘디에노게스트 먹었을 때 생길 수 있는 문제가 어떻게 돼?.,3
상수동 약국 알려줘,1
신세계백화점 근처에서 코자 사려면 어디로 가야해?,1
진텍 먹을 때 고려해야 할 점이 어떻게돼?,0
바이타믹스 주의 사항 모르냐고,0
타이레놀 복용해도 괜찮을까요?,0
 근처 약국 추천해줘,1
동대문역사공원 심장센터 어디에 있니?,2
위캡 효과 알려줄래?,4
샌댈리은 한 번에 한 알만 먹으면 될까?,5
나와 제일 가까운 이비인후과 알려줘,2
근처 치과 위치 알려주세요,2
정형외과가 어디에 있는지 알고 싶어요,2
코디콜캡슐 먹으면 생기는 안 좋은 점이 뭘까?,3
포스펜정 복용하는 법 알고 싶어,5
하라리 몇 알 복용해야 하는 지 알려주세요,5
코디콜캡슐 부작용 알려줘,3
미아사거리 근처 가정의학과 추천해줘,2
벨록스 먹을 시 고려사항,0
대법원 가까운 한방병원 알려줘,2
김포 현대아울렛 안과 추천해줘,2
충무로 어디서 약 살 수 있어?,1
명동에 약 사고 싶어,1
연희동 제일 가까운 약국 알려줘,1
스트렙실의 부작용이 어떻게 돼?,3
지베즈 복용 법에 대해 설명해줘.,5
아모잘탄 복용하고 싶은데 주의사항이 뭐야?,0
D 부작용은 어떤 것이 있을까?,3
쿠스정 먹을 건데 얼마나 먹어야 해?,5
가까운 약국 추천해줘.,1
마그랑비 효과에 대해 설명해줘.,4
아탄트 어떻게 먹는거?.,5
홍대입구역 주변 약국 알려줘,1
다의 부작용에 대해서 알려주라.,3
노스페 주의해야 할 것이 무엇일까요?,0
오뉴렉의 복용 방법에 대해 알려줘.,5
성북구 약국 알려줄래?,1
알진 먹을 때 알아야 할 사항이 있을끼?,0
마이티신 복용할 때 주의해야 할 점이 어떻게돼?,0
에어페낙듀오 효과 알려줘.,4
가로수길에서 아타칸어디서 사?,1
숭례문 근처 외과 위치 알려주세요,2
아탄트 어떻게 사용해?,5
강남 세브란스 어디서 약 살 수 있어?,1
주변 난임센터 위치 부탁드립니다,2
이부프로펜 부작용에 대해 알고 싶어.,3
위캡 어디에 효과 있는지 알려줘.,4
광화문 한방 병원 어디쯤 있어?,2
노스페 주의?,0
한림디스트 먹었을 때 생길 수 있는 문제가 어떻게 돼??,3
세레콕시브의 부작용 알려줘.,3
하라리 먹는법 말해주세요,5
위캡 먹으면 어디에 좋을까,4
가산디지털단지랑 가까운 약국 알려주라,1
바이타믹스 주의점 알려줄래?,0
마이티신 효과에 대해서 설명해줘.,4
벨록 먹을 때 고려사항이 있어?,0
영양제의 어떤 부작용이 있을지 알려줄래?,3
피맛골이랑 가까운 한방병원 알려주라,2
엘리멘탈 부작용에 대해 설명해줄래?,3
톨비스을 먹는 방법이 어떻게 돼?,5
g 부작용에 대해서 알려주라.,3
나와 제일 가까운 신경과 알려줘,2
마이클 한 번에 몇 알 먹는걸까요?,5
지베즈 복용 법이 궁금해.,5
근처 건강검진병원 위치 알려줘,2
올리비오 먹는 방법 알려줄래,5
마그 고려해야 할 사항이 어떻게돼?,0
주변 한의원 위치 알려줘,2
알파파워의 복용 효과를 설명해줘.,4
로피롤에이은 보통 언제 먹는건가요?,4
아탄트 어떻게 사용해?,5
강남 세브란스 약 살 수 있는 곳 알려줄래?,1
벨록스 복용 시 주고려사항이 어떻게돼?,0
을지로4가에서 제일 가까운 안과 알려줘,2
씨이엔브이 복용 효과은 무엇인가요?,4
케베스를 몇 알 먹어야 해..,5
올리비오 어떻게 먹어?,5
주변 외상센터 위치 알려줘,2
홍익대학교 감염내과 어디 있어?,2
듀카브플러스정 부작용 알려줘,3
주변 피부과 위치 알려줘,2
B의 부작용에 대해서 알려줘.,3
소치오 부작용 알고 싶어,3
세비카 주의점 알려줘,0
탕후르를 먹었을 때 무슨  문제가 발생할까?,3
화이투벤 무슨 능력이 있어?,4
남산타워에서 약 사고 싶어,1
벨라비엠의 사용 방법이 어떻게 돼?,5
타이레놀 복용해도 괜찮으려나?,0
톨비스을 먹는 방법이 어떻게 돼?,5
마포구 동교동 주변 약국 알려줘,1
제일 가까운 약국 알고 싶어,1
알프람은 어떨 때 먹는건지 알고 싶어.,4
벨록 복용할 때 고려사항이 있어?,0
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
충무로 약 살 수 있는 곳 알려줄래?,1
벨라비엠 사용 방법에 대해 설명해줘.,5
홍입 9번 출구 약국 알려줘,1
삼각지 치과 추천해줘,2
조인엔콘드의 효과에 대해 설명해줄래?,4
진텍 복용할 때 미리 알아야 할 것이 어떻게돼?,0
로피롤에 언제 보통 먹는거야?,4
이촌 근처 치과 위치 알려주세요,2
메이놀 사용방법이 궁금해.,5
타세 어디가 아플 때 먹는 것인지 알려줘.,4
코펜콜 부작용 알고 싶어요,3
병원 위치 알고 싶습니다,2
상상마당 주변 병원 알려줘,2
뉴셀디 효과가 어떻게 돼?,4
엘리멘탈 부작용에 대해 설명해줄래?,3
비자니정의 효과를 알려줘,4
